freq_Hz,Ex_re,Ex_im,Ey_re,Ey_im,Ez_re,Ez_im,Hx_re,Hx_im,Hy_re,Hy_im,Hz_re,Hz_im,Bx_re,Bx_im,By_re,By_im,Bz_re,Bz_im
1,2.3669400586432124806609076892024e-13,1.3983812311575677150696614224133e-13,0,0,-8.141565864754874202277036106937e-13,-3.63966394417831266468146152874e-13,0,0,-1.6080159047998931223243539770487e-11,3.2394810317322828045581475612735e-11,0,0,0,0,-2.0206923813499551426635634326349e-17,4.0708519242934492323727086423215e-17,0,0
1,2.1560988279186441870783515280286e-13,1.3116892620899961115180696624437e-13,0,0,-8.4049509768480992072617070971366e-13,-3.7463733845850183044546998756136e-13,0,0,-1.642260687820750576315828630455e-11,3.3615195716599884694099357581513e-11,0,0,0,0,-2.0637256448547962639282401427417e-17,4.2242100764901314782214550485284e-17,0,0
1,1.9235219009281432500291239780123e-13,1.2146776116221383839427318971824e-13,0,0,-8.6549792253868986859814117517385e-13,-3.8465263737840363171602532342512e-13,0,0,-1.6714624445139071781012642400964e-11,3.4793807950587084551252747530146e-11,0,0,0,0,-2.1004216545744512336528361336881e-17,4.372318857919140930990263063995e-17,0,0
1,1.6698169167934612617003124366943e-13,1.1073324623318061419007266178305e-13,0,0,-8.8884808714025973801494593465545e-13,-3.9388472809454515956391317913001e-13,0,0,-1.6951747637128287115120726707717e-11,3.591295357178792036570010165441e-11,0,0,0,0,-2.1302194336924144701952842576293e-17,4.512954844393610104891993914258e-17,0,0
1,1.3959738829119607218250631258004e-13,9.8975636800290882716668567157999e-14,0,0,-9.1023271796101611245010245146006e-13,-4.0220245201966828958629816364286e-13,0,0,-1.7131392458020447394968974967425e-11,3.6953750388222465882820883679088e-11,0,0,0,0,-2.1527942676752250799573241271623e-17,4.6437452296892265151965827774209e-17,0,0
1,1.1033403443415916764160030426758e-13,8.6218605465655393747057024794411e-14,0,0,-9.2935295427668447714712502183159e-13,-4.0946987857068687435077488806251e-13,0,0,-1.7253481680244686435192332987489e-11,3.7896809816203207881583107255008e-11,0,0,0,0,-2.1681364518201112304628028644537e-17,4.7622535725229422187529846350177e-17,0,0
1,7.9356612446464847519133032014667e-14,7.2502574317554806392656006072014e-14,0,0,-9.459333285061911117931452573942e-13,-4.1554378441797297992570741769293e-13,0,0,-1.7321033006994881469317268320777e-11,3.8723222503917539189353305348679e-11,0,0,0,0,-2.1766252018944577658181103879921e-17,4.8661036536652112433450259092888e-17,0,0
1,4.6851892821417747557868187150124e-14,5.789065072676296404732992061788e-14,0,0,-9.597290374532370735146109251282e-13,-4.2026990306844584742484335530953e-13,0,0,-1.7340603556537146457154616627127e-11,3.9415883673243353494876264754188e-11,0,0,0,0,-2.179084509681205557781238374238e-17,4.9531460233044471777755246386579e-17,0,0
1,1.3017953008506295327873785825393e-14,4.2478391959910005191057670035917e-14,0,0,-9.7052917647280117322432880367662e-13,-4.2347863377998294235474107176646e-13,0,0,-1.7322443517084782090297826307529e-11,3.9961164753236297753701002727979e-11,0,0,0,0,-2.1768024518199074639491247859135e-17,5.0216680647063409442846190750907e-17,0,0
1,-2.1946426189524343920772242980171e-14,2.6408571084251918964940372445359e-14,0,0,-9.7815390348909634881647951814502e-13,-4.2498177606608383067182056357767e-13,0,0,-1.7280168951500159560084778269776e-11,4.0350885140511938241120025906846e-11,0,0,0,0,-2.171490073232933461400969149397e-17,5.070641772931114156542622848805e-17,0,0
